site,latitude,longitude,wmo,name,region,elevation,slope,soilA_field_cap,soilA_perm_wp,lai,soil_base_h,lai_w0,soilAO_w0,soilA_w0,sbase_w0,fire_prob,wind_prob,soilAO_c0,soilAO_n0,soilA_c0,soilA_n0,sbase_c0,sbase_n0,sigma,tmp_lapse_jan,tmp_lapse_feb,tmp_lapse_mar,tmp_lapse_apr,tmp_lapse_may,tmp_lapse_jun,tmp_lapse_jul,tmp_lapse_aug,tmp_lapse_sep,tmp_lapse_oct,tmp_lapse_nov,tmp_lapse_dec,prcp_lapse_jan,prcp_lapse_feb,prcp_lapse_mar,prcp_lapse_apr,prcp_lapse_may,prcp_lapse_jun,prcp_lapse_jul,prcp_lapse_aug,prcp_lapse_sep,prcp_lapse_oct,prcp_lapse_nov,prcp_lapse_dec
324,44.75,-110.25,0,CONUS_44.75_-110.25,USA,230.4,0,30.1,21.0,3.0,35.0,0.5,0.6,28.3,10.9,0,0,10.4,0.21,70.2,5.41,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,44.75,-109.75,0,CONUS_44.75_-109.75,USA,322.5,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,16.3,0.33,110.1,8.49,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,44.75,-107.75,0,CONUS_44.75_-107.75,USA,527.3,0,19.0,10.1,3.0,35.0,0.5,0.6,17.8,10.9,0,0,8.0,0.16,53.9,4.16,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,44.75,-107.25,0,CONUS_44.75_-107.25,USA,646.2,0,33.0,21.7,3.0,35.0,0.5,0.6,31.0,10.9,0,0,5.2,0.1,35.2,2.71,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,44.75,-93.75,0,CONUS_44.75_-93.75,USA,20.7,0,21.3,10.2,3.0,35.0,0.5,0.6,20.0,10.9,0,0,5.3,0.11,35.6,2.75,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,44.75,-92.25,0,CONUS_44.75_-92.25,USA,44.5,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,3.7,0.07,25.0,1.93,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,44.75,-91.75,0,CONUS_44.75_-91.75,USA,31.3,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,3.7,0.07,24.7,1.91,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,44.75,-90.75,0,CONUS_44.75_-90.75,USA,25.8,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,3.8,0.08,25.4,1.96,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,44.75,-90.25,0,CONUS_44.75_-90.25,USA,27.6,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.0,0.08,27.0,2.08,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,44.75,-89.75,0,CONUS_44.75_-89.75,USA,25.4,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.4,0.09,30.0,2.31,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,44.75,-89.25,0,CONUS_44.75_-89.25,USA,36.0,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.4,0.09,30.0,2.31,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,44.75,-88.75,0,CONUS_44.75_-88.75,USA,31.4,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.4,0.09,29.9,2.3,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,44.75,-88.25,0,CONUS_44.75_-88.25,USA,25.9,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.5,0.09,30.6,2.36,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,44.75,-87.75,0,CONUS_44.75_-87.75,USA,25.2,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.6,0.09,30.8,2.38,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,44.75,-87.25,0,CONUS_44.75_-87.25,USA,16.4,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.6,0.09,30.7,2.37,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,44.75,-86.25,0,CONUS_44.75_-86.25,USA,29.0,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.5,0.09,30.2,2.33,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,44.75,-85.75,0,CONUS_44.75_-85.75,USA,49.1,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.1,0.08,27.5,2.12,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,44.75,-85.25,0,CONUS_44.75_-85.25,USA,64.6,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,3.8,0.08,25.7,1.98,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,44.75,-84.75,0,CONUS_44.75_-84.75,USA,25.2,0,13.3,7.0,3.0,35.0,0.5,0.6,12.5,10.9,0,0,3.7,0.07,24.8,1.91,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,44.75,-84.25,0,CONUS_44.75_-84.25,USA,37.1,0,13.3,7.0,3.0,35.0,0.5,0.6,12.5,10.9,0,0,3.7,0.07,24.9,1.92,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,44.75,-83.75,0,CONUS_44.75_-83.75,USA,38.7,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,3.9,0.08,26.4,2.04,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,44.75,-83.25,0,CONUS_44.75_-83.25,USA,27.7,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,3.9,0.08,26.0,2.01,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,44.75,-74.75,0,CONUS_44.75_-74.75,USA,139.8,0,17.1,7.3,3.0,35.0,0.5,0.6,16.1,10.9,0,0,5.0,0.1,33.5,2.59,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,44.75,-74.25,0,CONUS_44.75_-74.25,USA,171.5,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.2,0.1,35.3,2.72,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,44.75,-73.75,0,CONUS_44.75_-73.75,USA,164.3,0,17.1,7.3,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.6,0.09,31.1,2.4,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,44.75,-72.75,0,CONUS_44.75_-72.75,USA,179.9,0,17.1,7.3,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.7,0.09,31.3,2.42,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,44.75,-72.25,0,CONUS_44.75_-72.25,USA,108.7,0,17.1,7.3,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.5,0.09,30.0,2.32,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,44.75,-71.75,0,CONUS_44.75_-71.75,USA,133.2,0,17.1,7.3,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.6,0.09,30.7,2.37,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,44.75,-71.25,0,CONUS_44.75_-71.25,USA,154.5,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.5,0.11,36.8,2.84,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,44.75,-70.75,0,CONUS_44.75_-70.75,USA,171.5,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.6,0.11,37.4,2.89,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,44.75,-70.25,0,CONUS_44.75_-70.25,USA,164.2,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.5,0.11,37.0,2.85,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,44.75,-69.75,0,CONUS_44.75_-69.75,USA,49.6,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.4,0.11,36.6,2.82,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,44.75,-69.25,0,CONUS_44.75_-69.25,USA,43.0,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,44.75,-68.75,0,CONUS_44.75_-68.75,USA,38.6,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.6,0.11,37.6,2.9,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,44.75,-68.25,0,CONUS_44.75_-68.25,USA,48.4,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.6,0.11,37.6,2.9,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,44.75,-67.75,0,CONUS_44.75_-67.75,USA,33.2,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.6,0.11,37.6,2.9,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,44.75,-67.25,0,CONUS_44.75_-67.25,USA,23.7,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,6.1,0.12,41.2,3.18,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,44.25,-123.75,0,CONUS_44.25_-123.75,USA,148.5,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,44.25,-123.25,0,CONUS_44.25_-123.25,USA,102.0,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,44.25,-122.75,0,CONUS_44.25_-122.75,USA,226.5,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,44.25,-122.25,0,CONUS_44.25_-122.25,USA,295.5,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,44.25,-121.75,0,CONUS_44.25_-121.75,USA,369.7,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,44.25,-120.75,0,CONUS_44.25_-120.75,USA,176.0,0,18.9,8.8,3.0,35.0,0.5,0.6,17.7,10.9,0,0,1.0,0.02,6.7,0.52,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,44.25,-120.25,0,CONUS_44.25_-120.25,USA,196.8,0,18.9,8.8,3.0,35.0,0.5,0.6,17.7,10.9,0,0,1.0,0.02,6.7,0.52,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,44.25,-119.75,0,CONUS_44.25_-119.75,USA,222.5,0,18.9,8.8,3.0,35.0,0.5,0.6,17.7,10.9,0,0,1.0,0.02,6.7,0.52,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,44.25,-119.25,0,CONUS_44.25_-119.25,USA,259.8,0,18.9,8.8,3.0,35.0,0.5,0.6,17.7,10.9,0,0,5.7,0.11,38.6,2.98,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,44.25,-118.75,0,CONUS_44.25_-118.75,USA,282.1,0,18.6,9.2,3.0,35.0,0.5,0.6,17.5,10.9,0,0,4.9,0.1,32.8,2.53,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,44.25,-118.25,0,CONUS_44.25_-118.25,USA,242.9,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,4.4,0.09,29.7,2.29,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,44.25,-115.75,0,CONUS_44.25_-115.75,USA,337.1,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,4.1,0.08,27.3,2.11,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,44.25,-115.25,0,CONUS_44.25_-115.25,USA,278.8,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,4.1,0.08,27.7,2.14,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,44.25,-114.75,0,CONUS_44.25_-114.75,USA,272.5,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,4.1,0.08,27.9,2.15,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,44.25,-111.25,0,CONUS_44.25_-111.25,USA,238.7,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,4.3,0.09,29.2,2.25,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,44.25,-110.75,0,CONUS_44.25_-110.75,USA,185.2,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,3.7,0.07,24.7,1.91,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,44.25,-110.25,0,CONUS_44.25_-110.25,USA,208.4,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,4.5,0.09,30.3,2.34,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,44.25,-109.75,0,CONUS_44.25_-109.75,USA,409.8,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,6.4,0.13,42.9,3.31,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,44.25,-107.25,0,CONUS_44.25_-107.25,USA,557.0,0,33.0,21.7,3.0,35.0,0.5,0.6,31.0,10.9,0,0,7.6,0.15,51.2,3.95,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,44.25,-103.75,0,CONUS_44.25_-103.75,USA,264.3,0,23.1,11.7,3.0,35.0,0.5,0.6,21.7,10.9,0,0,7.1,0.14,47.7,3.68,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,44.25,-93.75,0,CONUS_44.25_-93.75,USA,23.3,0,21.3,10.2,3.0,35.0,0.5,0.6,20.0,10.9,0,0,5.0,0.1,33.6,2.59,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,44.25,-90.75,0,CONUS_44.25_-90.75,USA,29.6,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,3.9,0.08,26.0,2.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,44.25,-90.25,0,CONUS_44.25_-90.25,USA,12.8,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,3.8,0.08,25.6,1.98,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,44.25,-89.75,0,CONUS_44.25_-89.75,USA,16.2,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,4.0,0.08,27.1,2.09,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,44.25,-89.25,0,CONUS_44.25_-89.25,USA,38.9,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.3,0.09,28.7,2.21,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,44.25,-88.75,0,CONUS_44.25_-88.75,USA,12.9,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.2,0.08,28.6,2.21,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,44.25,-88.25,0,CONUS_44.25_-88.25,USA,26.7,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,3.9,0.08,26.2,2.02,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,44.25,-87.75,0,CONUS_44.25_-87.75,USA,32.9,0,12.3,6.5,3.0,35.0,0.5,0.6,11.6,10.9,0,0,4.0,0.08,27.2,2.1,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,44.25,-87.25,0,CONUS_44.25_-87.25,USA,0.9,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.2,0.08,28.3,2.18,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,44.25,-86.75,0,CONUS_44.25_-86.75,USA,0.6,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.3,0.09,29.2,2.25,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,44.25,-86.25,0,CONUS_44.25_-86.25,USA,27.4,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.4,0.09,29.6,2.28,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,44.25,-85.75,0,CONUS_44.25_-85.75,USA,58.4,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.4,0.09,30.0,2.31,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,44.25,-85.25,0,CONUS_44.25_-85.25,USA,34.5,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.4,0.09,29.6,2.28,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,44.25,-84.75,0,CONUS_44.25_-84.75,USA,25.1,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.0,0.08,27.2,2.1,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,44.25,-84.25,0,CONUS_44.25_-84.25,USA,61.5,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,3.9,0.08,26.3,2.03,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,44.25,-83.75,0,CONUS_44.25_-83.75,USA,37.5,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,3.9,0.08,26.5,2.04,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,44.25,-83.25,0,CONUS_44.25_-83.25,USA,7.7,0,17.9,7.4,3.0,35.0,0.5,0.6,16.8,10.9,0,0,4.0,0.08,27.2,2.1,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,44.25,-82.75,0,CONUS_44.25_-82.75,USA,3.2,0,17.9,7.4,3.0,35.0,0.5,0.6,16.8,10.9,0,0,4.0,0.08,26.7,2.06,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,44.25,-75.25,0,CONUS_44.25_-75.25,USA,109.5,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.6,0.11,37.6,2.9,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,44.25,-74.75,0,CONUS_44.25_-74.75,USA,69.0,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.6,0.11,37.6,2.9,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,44.25,-74.25,0,CONUS_44.25_-74.25,USA,128.8,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.5,0.11,36.9,2.85,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,44.25,-73.75,0,CONUS_44.25_-73.75,USA,255.3,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,4.9,0.1,33.3,2.57,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,44.25,-72.75,0,CONUS_44.25_-72.75,USA,179.9,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.6,0.11,37.6,2.9,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,44.25,-72.25,0,CONUS_44.25_-72.25,USA,125.7,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.5,0.11,36.8,2.84,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,44.25,-71.75,0,CONUS_44.25_-71.75,USA,230.1,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.2,0.1,35.2,2.72,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,44.25,-71.25,0,CONUS_44.25_-71.25,USA,271.6,0,17.1,7.3,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.9,0.1,32.9,2.54,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,44.25,-70.75,0,CONUS_44.25_-70.75,USA,132.7,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.0,0.1,33.9,2.62,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,44.25,-70.25,0,CONUS_44.25_-70.25,USA,65.8,0,17.1,7.3,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.8,0.1,32.4,2.5,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,44.25,-69.75,0,CONUS_44.25_-69.75,USA,29.5,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,4.4,0.09,29.9,2.3,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,44.25,-69.25,0,CONUS_44.25_-69.25,USA,55.2,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,4.7,0.09,31.9,2.46,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,43.75,-123.75,0,CONUS_43.75_-123.75,USA,105.2,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,43.75,-123.25,0,CONUS_43.75_-123.25,USA,124.0,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,43.75,-122.75,0,CONUS_43.75_-122.75,USA,313.5,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.6,0.11,37.6,2.9,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,43.75,-122.25,0,CONUS_43.75_-122.25,USA,401.1,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.4,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
