site,latitude,longitude,wmo,name,region,elevation,slope,soilA_field_cap,soilA_perm_wp,lai,soil_base_h,lai_w0,soilAO_w0,soilA_w0,sbase_w0,fire_prob,wind_prob,soilAO_c0,soilAO_n0,soilA_c0,soilA_n0,sbase_c0,sbase_n0,sigma,tmp_lapse_jan,tmp_lapse_feb,tmp_lapse_mar,tmp_lapse_apr,tmp_lapse_may,tmp_lapse_jun,tmp_lapse_jul,tmp_lapse_aug,tmp_lapse_sep,tmp_lapse_oct,tmp_lapse_nov,tmp_lapse_dec,prcp_lapse_jan,prcp_lapse_feb,prcp_lapse_mar,prcp_lapse_apr,prcp_lapse_may,prcp_lapse_jun,prcp_lapse_jul,prcp_lapse_aug,prcp_lapse_sep,prcp_lapse_oct,prcp_lapse_nov,prcp_lapse_dec
89,47.25,-115.75,0,CONUS_47.25_-115.75,USA,229.6,0,18.1,9.2,3.0,35.0,0.5,0.6,17.0,10.9,0,0,5.2,0.1,34.9,2.69,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,47.25,-115.25,0,CONUS_47.25_-115.25,USA,271.6,0,18.4,9.2,3.0,35.0,0.5,0.6,17.3,10.9,0,0,6.7,0.13,44.9,3.47,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,47.25,-114.75,0,CONUS_47.25_-114.75,USA,321.5,0,18.1,9.2,3.0,35.0,0.5,0.6,17.0,10.9,0,0,6.1,0.12,40.8,3.15,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,47.25,-114.25,0,CONUS_47.25_-114.25,USA,322.4,0,18.1,9.2,3.0,35.0,0.5,0.6,17.0,10.9,0,0,6.2,0.12,42.1,3.24,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,47.25,-113.75,0,CONUS_47.25_-113.75,USA,330.7,0,18.1,9.2,3.0,35.0,0.5,0.6,17.0,10.9,0,0,6.1,0.12,41.2,3.18,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,47.25,-113.25,0,CONUS_47.25_-113.25,USA,341.2,0,18.1,9.2,3.0,35.0,0.5,0.6,17.0,10.9,0,0,7.1,0.14,48.0,3.7,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,47.25,-112.75,0,CONUS_47.25_-112.75,USA,283.8,0,18.1,9.2,3.0,35.0,0.5,0.6,17.0,10.9,0,0,6.5,0.13,43.7,3.37,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,47.25,-95.75,0,CONUS_47.25_-95.75,USA,39.9,0,18.5,10.6,3.0,35.0,0.5,0.6,17.4,10.9,0,0,10.3,0.21,69.6,5.37,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,47.25,-95.25,0,CONUS_47.25_-95.25,USA,28.9,0,18.5,10.6,3.0,35.0,0.5,0.6,17.4,10.9,0,0,13.2,0.26,89.0,6.87,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,47.25,-94.75,0,CONUS_47.25_-94.75,USA,26.4,0,18.5,10.6,3.0,35.0,0.5,0.6,17.4,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,47.25,-94.25,0,CONUS_47.25_-94.25,USA,10.2,0,18.5,10.6,3.0,35.0,0.5,0.6,17.4,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,47.25,-93.75,0,CONUS_47.25_-93.75,USA,17.3,0,13.3,6.6,3.0,35.0,0.5,0.6,12.5,10.9,0,0,11.0,0.22,74.2,5.72,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,47.25,-93.25,0,CONUS_47.25_-93.25,USA,22.5,0,13.3,6.6,3.0,35.0,0.5,0.6,12.5,10.9,0,0,5.4,0.11,36.1,2.79,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,47.25,-92.75,0,CONUS_47.25_-92.75,USA,22.7,0,28.8,17.2,3.0,35.0,0.5,0.6,27.0,10.9,0,0,7.6,0.15,51.5,3.97,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,47.25,-92.25,0,CONUS_47.25_-92.25,USA,25.3,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,6.6,0.13,44.6,3.44,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,47.25,-91.75,0,CONUS_47.25_-91.75,USA,98.5,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,5.2,0.1,35.2,2.72,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,47.25,-91.25,0,CONUS_47.25_-91.25,USA,136.8,0,13.3,6.6,3.0,35.0,0.5,0.6,12.5,10.9,0,0,5.8,0.12,39.2,3.02,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,47.25,-90.75,0,CONUS_47.25_-90.75,USA,3.7,0,14.1,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,13.2,0.26,88.8,6.85,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,47.25,-90.25,0,CONUS_47.25_-90.25,USA,3.3,0,23.6,12.6,3.0,35.0,0.5,0.6,22.2,10.9,0,0,19.9,0.4,134.1,10.35,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,47.25,-88.75,0,CONUS_47.25_-88.75,USA,56.7,0,18.2,10.5,3.0,35.0,0.5,0.6,17.1,10.9,0,0,18.6,0.37,125.3,9.67,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,47.25,-88.25,0,CONUS_47.25_-88.25,USA,60.5,0,18.2,10.5,3.0,35.0,0.5,0.6,17.1,10.9,0,0,14.6,0.29,98.5,7.6,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,47.25,-87.75,0,CONUS_47.25_-87.75,USA,25.7,0,14.1,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,47.25,-85.75,0,CONUS_47.25_-85.75,USA,0.0,0,13.3,6.6,3.0,35.0,0.5,0.6,12.5,10.9,0,0,10.9,0.22,73.6,5.68,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,47.25,-69.25,0,CONUS_47.25_-69.25,USA,82.8,0,21.4,10.7,3.0,35.0,0.5,0.6,20.1,10.9,0,0,19.9,0.4,134.2,10.35,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,47.25,-68.25,0,CONUS_47.25_-68.25,USA,55.9,0,21.4,10.7,3.0,35.0,0.5,0.6,20.1,10.9,0,0,17.3,0.35,116.8,9.01,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,46.75,-123.75,0,CONUS_46.75_-123.75,USA,83.3,0,16.1,7.7,3.0,35.0,0.5,0.6,15.1,10.9,0,0,5.5,0.11,37.1,2.86,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,46.75,-123.25,0,CONUS_46.75_-123.25,USA,125.9,0,16.1,7.7,3.0,35.0,0.5,0.6,15.1,10.9,0,0,5.9,0.12,39.9,3.08,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,46.75,-122.75,0,CONUS_46.75_-122.75,USA,147.5,0,19.0,10.1,3.0,35.0,0.5,0.6,17.8,10.9,0,0,6.7,0.13,45.4,3.5,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,46.75,-122.25,0,CONUS_46.75_-122.25,USA,284.0,0,19.0,10.1,3.0,35.0,0.5,0.6,17.8,10.9,0,0,7.6,0.15,51.5,3.97,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,46.75,-121.75,0,CONUS_46.75_-121.75,USA,551.6,0,17.2,8.7,3.0,35.0,0.5,0.6,16.1,10.9,0,0,8.3,0.17,55.8,4.31,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,46.75,-121.25,0,CONUS_46.75_-121.25,USA,292.4,0,16.1,7.7,3.0,35.0,0.5,0.6,15.1,10.9,0,0,6.4,0.13,43.3,3.34,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,46.75,-116.75,0,CONUS_46.75_-116.75,USA,154.5,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,4.7,0.09,31.8,2.46,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,46.75,-116.25,0,CONUS_46.75_-116.25,USA,208.9,0,18.6,9.2,3.0,35.0,0.5,0.6,17.5,10.9,0,0,5.0,0.1,34.0,2.62,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,46.75,-115.75,0,CONUS_46.75_-115.75,USA,278.5,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,5.1,0.1,34.3,2.64,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,46.75,-115.25,0,CONUS_46.75_-115.25,USA,261.5,0,18.4,9.2,3.0,35.0,0.5,0.6,17.3,10.9,0,0,6.4,0.13,43.3,3.34,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,46.75,-114.75,0,CONUS_46.75_-114.75,USA,261.0,0,18.1,9.2,3.0,35.0,0.5,0.6,17.0,10.9,0,0,6.5,0.13,43.9,3.39,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,46.75,-114.25,0,CONUS_46.75_-114.25,USA,421.8,0,18.4,9.2,3.0,35.0,0.5,0.6,17.3,10.9,0,0,6.6,0.13,44.1,3.41,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,46.75,-113.75,0,CONUS_46.75_-113.75,USA,293.0,0,18.1,9.2,3.0,35.0,0.5,0.6,17.0,10.9,0,0,6.5,0.13,43.5,3.36,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,46.75,-113.25,0,CONUS_46.75_-113.25,USA,229.3,0,18.1,9.2,3.0,35.0,0.5,0.6,17.0,10.9,0,0,6.3,0.13,42.7,3.29,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,46.75,-112.75,0,CONUS_46.75_-112.75,USA,225.8,0,18.1,9.2,3.0,35.0,0.5,0.6,17.0,10.9,0,0,6.1,0.12,41.0,3.16,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,46.75,-112.25,0,CONUS_46.75_-112.25,USA,238.1,0,17.4,8.2,3.0,35.0,0.5,0.6,16.4,10.9,0,0,6.0,0.12,40.2,3.1,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,46.75,-111.75,0,CONUS_46.75_-111.75,USA,274.6,0,17.4,8.2,3.0,35.0,0.5,0.6,16.4,10.9,0,0,4.7,0.09,31.8,2.45,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,46.75,-111.25,0,CONUS_46.75_-111.25,USA,219.3,0,17.4,8.2,3.0,35.0,0.5,0.6,16.4,10.9,0,0,5.5,0.11,37.1,2.86,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,46.75,-110.75,0,CONUS_46.75_-110.75,USA,241.4,0,17.4,8.2,3.0,35.0,0.5,0.6,16.4,10.9,0,0,5.6,0.11,37.4,2.89,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,46.75,-110.25,0,CONUS_46.75_-110.25,USA,250.8,0,17.4,8.2,3.0,35.0,0.5,0.6,16.4,10.9,0,0,5.6,0.11,37.8,2.92,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,46.75,-109.25,0,CONUS_46.75_-109.25,USA,270.1,0,17.4,8.2,3.0,35.0,0.5,0.6,16.4,10.9,0,0,5.7,0.11,38.4,2.96,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,46.75,-96.75,0,CONUS_46.75_-96.75,USA,7.5,0,13.3,6.6,3.0,35.0,0.5,0.6,12.5,10.9,0,0,7.5,0.15,50.3,3.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,46.75,-95.75,0,CONUS_46.75_-95.75,USA,21.9,0,14.1,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,10.1,0.2,67.8,5.23,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,46.75,-95.25,0,CONUS_46.75_-95.25,USA,22.8,0,14.1,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,19.4,0.39,130.7,10.09,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,46.75,-94.75,0,CONUS_46.75_-94.75,USA,16.0,0,14.0,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,7.2,0.14,48.4,3.73,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,46.75,-94.25,0,CONUS_46.75_-94.25,USA,21.3,0,12.3,6.5,3.0,35.0,0.5,0.6,11.6,10.9,0,0,6.0,0.12,40.6,3.13,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,46.75,-93.75,0,CONUS_46.75_-93.75,USA,17.2,0,12.3,6.5,3.0,35.0,0.5,0.6,11.6,10.9,0,0,6.2,0.12,41.9,3.23,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,46.75,-93.25,0,CONUS_46.75_-93.25,USA,9.8,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.4,0.09,29.7,2.29,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,46.75,-92.75,0,CONUS_46.75_-92.75,USA,18.6,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,3.9,0.08,26.3,2.03,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,46.75,-92.25,0,CONUS_46.75_-92.25,USA,88.3,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,3.9,0.08,26.5,2.04,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,46.75,-91.75,0,CONUS_46.75_-91.75,USA,69.9,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.6,0.09,31.1,2.4,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,46.75,-91.25,0,CONUS_46.75_-91.25,USA,79.8,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.8,0.1,32.0,2.47,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,46.75,-90.75,0,CONUS_46.75_-90.75,USA,47.3,0,13.3,6.6,3.0,35.0,0.5,0.6,12.5,10.9,0,0,5.5,0.11,37.0,2.86,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,46.75,-90.25,0,CONUS_46.75_-90.25,USA,72.7,0,14.0,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,6.7,0.13,45.3,3.49,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,46.75,-89.75,0,CONUS_46.75_-89.75,USA,109.0,0,14.1,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,12.1,0.24,81.6,6.29,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,46.75,-89.25,0,CONUS_46.75_-89.25,USA,73.1,0,14.1,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,46.75,-88.75,0,CONUS_46.75_-88.75,USA,71.8,0,14.1,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,13.9,0.28,93.6,7.22,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,46.75,-88.25,0,CONUS_46.75_-88.25,USA,149.1,0,18.2,10.6,3.0,35.0,0.5,0.6,17.1,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,46.75,-87.75,0,CONUS_46.75_-87.75,USA,134.3,0,18.2,10.5,3.0,35.0,0.5,0.6,17.1,10.9,0,0,21.4,0.43,144.2,11.12,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,46.75,-87.25,0,CONUS_46.75_-87.25,USA,25.5,0,14.1,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,46.75,-86.75,0,CONUS_46.75_-86.75,USA,7.9,0,18.1,9.6,3.0,35.0,0.5,0.6,17.0,10.9,0,0,22.6,0.45,152.0,11.73,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,46.75,-86.25,0,CONUS_46.75_-86.25,USA,37.3,0,18.1,9.6,3.0,35.0,0.5,0.6,17.0,10.9,0,0,15.1,0.3,101.9,7.86,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,46.75,-85.75,0,CONUS_46.75_-85.75,USA,35.7,0,13.4,6.6,3.0,35.0,0.5,0.6,12.5,10.9,0,0,16.4,0.33,110.4,8.51,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,46.75,-85.25,0,CONUS_46.75_-85.25,USA,24.8,0,13.3,6.6,3.0,35.0,0.5,0.6,12.5,10.9,0,0,10.8,0.22,73.1,5.64,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,46.75,-69.75,0,CONUS_46.75_-69.75,USA,43.8,0,21.4,10.7,3.0,35.0,0.5,0.6,20.1,10.9,0,0,18.0,0.36,121.6,9.38,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,46.75,-69.25,0,CONUS_46.75_-69.25,USA,59.1,0,21.4,10.7,3.0,35.0,0.5,0.6,20.1,10.9,0,0,18.2,0.36,122.4,9.44,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,46.75,-68.75,0,CONUS_46.75_-68.75,USA,78.1,0,21.4,10.7,3.0,35.0,0.5,0.6,20.1,10.9,0,0,18.4,0.37,123.9,9.56,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,46.75,-68.25,0,CONUS_46.75_-68.25,USA,35.5,0,21.4,10.7,3.0,35.0,0.5,0.6,20.1,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,46.25,-123.25,0,CONUS_46.25_-123.25,USA,179.1,0,16.1,7.7,3.0,35.0,0.5,0.6,15.1,10.9,0,0,5.9,0.12,39.7,3.06,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,46.25,-122.75,0,CONUS_46.25_-122.75,USA,176.5,0,16.1,7.7,3.0,35.0,0.5,0.6,15.1,10.9,0,0,5.9,0.12,39.6,3.05,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,46.25,-122.25,0,CONUS_46.25_-122.25,USA,333.5,0,16.1,7.7,3.0,35.0,0.5,0.6,15.1,10.9,0,0,6.7,0.13,45.3,3.49,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,46.25,-121.75,0,CONUS_46.25_-121.75,USA,342.4,0,16.1,7.7,3.0,35.0,0.5,0.6,15.1,10.9,0,0,6.2,0.12,42.1,3.25,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,46.25,-121.25,0,CONUS_46.25_-121.25,USA,396.8,0,16.1,7.7,3.0,35.0,0.5,0.6,15.1,10.9,0,0,4.9,0.1,32.8,2.53,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,46.25,-120.75,0,CONUS_46.25_-120.75,USA,345.6,0,16.1,7.7,3.0,35.0,0.5,0.6,15.1,10.9,0,0,6.2,0.12,41.6,3.21,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,46.25,-117.75,0,CONUS_46.25_-117.75,USA,368.0,0,18.6,9.2,3.0,35.0,0.5,0.6,17.5,10.9,0,0,5.1,0.1,34.1,2.63,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,46.25,-115.75,0,CONUS_46.25_-115.75,USA,280.3,0,18.6,9.2,3.0,35.0,0.5,0.6,17.5,10.9,0,0,5.6,0.11,37.7,2.91,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,46.25,-115.25,0,CONUS_46.25_-115.25,USA,363.0,0,18.4,9.2,3.0,35.0,0.5,0.6,17.3,10.9,0,0,6.0,0.12,40.5,3.12,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,46.25,-114.75,0,CONUS_46.25_-114.75,USA,338.2,0,18.1,9.2,3.0,35.0,0.5,0.6,17.0,10.9,0,0,6.1,0.12,41.1,3.17,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,46.25,-114.25,0,CONUS_46.25_-114.25,USA,451.3,0,18.1,9.2,3.0,35.0,0.5,0.6,17.0,10.9,0,0,5.9,0.12,39.7,3.06,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,46.25,-113.75,0,CONUS_46.25_-113.75,USA,262.9,0,18.1,9.2,3.0,35.0,0.5,0.6,17.0,10.9,0,0,5.9,0.12,40.1,3.09,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,46.25,-113.25,0,CONUS_46.25_-113.25,USA,329.1,0,18.1,9.2,3.0,35.0,0.5,0.6,17.0,10.9,0,0,6.1,0.12,41.0,3.16,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,46.25,-112.75,0,CONUS_46.25_-112.75,USA,271.1,0,17.4,8.2,3.0,35.0,0.5,0.6,16.4,10.9,0,0,5.6,0.11,37.8,2.91,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,46.25,-112.25,0,CONUS_46.25_-112.25,USA,263.7,0,17.4,8.2,3.0,35.0,0.5,0.6,16.4,10.9,0,0,4.9,0.1,33.2,2.56,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,46.25,-111.25,0,CONUS_46.25_-111.25,USA,295.7,0,18.4,9.2,3.0,35.0,0.5,0.6,17.3,10.9,0,0,5.9,0.12,39.7,3.06,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,46.25,-110.25,0,CONUS_46.25_-110.25,USA,384.7,0,17.4,8.2,3.0,35.0,0.5,0.6,16.4,10.9,0,0,5.8,0.12,39.3,3.03,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,46.25,-94.25,0,CONUS_46.25_-94.25,USA,16.1,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,5.7,0.11,38.1,2.94,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
